hora;latitude;longitude;velocidade_gps;altitude;tensao;corrente;velocidade;acel_x;acel_y;acel_z;gyro_x;gyro_y;gyro_z
2023-11-08 14:48:55.130;-15.98969;-48.04548;549;0;51.65;6.1;0;6.47632;-0.248997;7.77637;-0.00133231;0.0261133;0.0141225
2023-11-08 14:48:55.992;-15.98969;-48.04549;933;0;51.65;-17.08;0;6.50505;-0.229843;7.7644;0.00266462;0.0226493;0.012124
2023-11-08 14:48:57.239;-15.98970;-48.04549;0.97;0;51.65;4.88;0;6.49068;-0.241814;7.72609;0.00452986;0.0270459;0.0131899
2023-11-08 14:48:58.119;-15.98971;-48.04551;1.351;0;51.65;-15.86;0;6.45477;-0.186748;7.8458;0.00173201;0.0258469;0.0134564
2023-11-08 14:48:59.244;-15.98969;-48.04561;3.151;0;51.65;4.88;0;6.51702;-0.220267;7.76679;0.00279786;0.0269127;0.0139893
2023-11-08 14:49:00.208;-15.98968;-48.04569;4.12;0;51.65;4.88;0;6.5242;-0.23942;7.77397;0.00759418;0.023049;0.0117243
2023-11-08 14:49:01.063;-15.98968;-48.04569;3.367;0;51.65;6.1;0;6.47632;-0.179565;7.79073;0.00732772;0.0223828;0.0139893
2023-11-08 14:49:02.043;-15.98970;-48.04572;3.079;0;51.65;4.88;0;6.49786;-0.268151;7.762;0.00519602;0.023049;0.0153216
2023-11-08 14:49:03.056;-15.98968;-48.04571;2.386;0;51.59;-2.44;0;6.43801;-0.225055;7.77397;0.00146554;0.0239816;0.0130567
2023-11-08 14:49:04.063;-15.98967;-48.04569;1.724;0;51.65;4.88;0;6.5242;-0.237026;7.74045;0.000266462;0.0250475;0.012657
2023-11-08 14:49:05.043;-15.98965;-48.04566;1.321;0;51.59;-15.86;0;6.43083;-0.251391;7.70454;0.00266462;0.0257136;0.0119908
2023-11-08 14:49:06.052;-15.98965;-48.04565;635;0;51.65;4.88;0;6.50505;-0.251391;7.7213;0.00306432;0.0207841;0.0149219
2023-11-08 14:49:07.289;-15.98970;-48.04582;4.329;0;51.65;-8.54;0;6.59363;-0.23942;7.86735;0.00732772;0.0215835;0.00985911
2023-11-08 14:49:08.076;-15.98973;-48.04591;5.812;0;51.65;4.88;0;6.57687;-0.213084;7.78116;0.00319755;0.0235819;0.0142557
2023-11-08 14:49:09.223;-15.98973;-48.04595;6.045;0;51.65;4.88;0;6.50505;-0.220267;7.82186;0.00532925;0.0246478;0.0113247
2023-11-08 14:49:10.093;-15.98974;-48.04600;6.544;0;51.65;6.1;0;6.41407;-0.215478;7.72848;0.00413017;0.0249142;0.0158545
2023-11-08 14:49:11.248;-15.98975;-48.04602;6.638;0;51.65;-8.54;0;6.53856;-0.217872;7.71891;0.00679479;0.024781;0.0154548
2023-11-08 14:49:12.255;-15.98975;-48.04603;6.333;0;51.65;-9.76;0;6.53138;-0.258574;7.75482;0.00266462;0.0249142;0.00972588
2023-11-08 14:49:13.074;-15.98975;-48.04593;4.229;0;51.65;-17.08;0;6.49307;-0.229843;7.75482;0.00679479;0.026513;0.0141225
2023-11-08 14:49:14.317;-15.98975;-48.04585;2.692;0;51.65;6.1;0;6.46674;-0.248997;7.77158;0.00266462;0.0241149;0.013856
2023-11-08 14:49:15.223;-15.98974;-48.04578;2.326;0;51.65;4.88;0;6.4428;-0.260968;7.69975;0.000799387;0.0281118;0.0122573
2023-11-08 14:49:16.332;-15.98973;-48.04575;2.763;0;51.65;6.1;0;6.51941;-0.203507;7.79313;0.00373047;0.0237152;0.0154548
2023-11-08 14:49:17.333;-15.98973;-48.04573;2.843;0;51.65;4.88;0;6.53856;-0.241814;7.71412;0.00293109;0.0231822;0.0122573
2023-11-08 14:49:18.331;-15.98972;-48.04572;3.034;0;51.59;4.88;0;6.54096;-0.1652;7.77397;0.00479632;0.0242481;0.0133231
2023-11-08 14:49:19.335;-15.98973;-48.04573;2.772;0;51.65;4.88;0;6.58166;-0.248997;7.81707;0.00479632;0.0210505;0.0127902
2023-11-08 14:49:20.329;-15.98971;-48.04574;2.808;0;51.59;-9.76;0;6.44998;-0.234632;7.73088;0.00399694;0.0254472;0.0137228
2023-11-08 14:49:21.332;-15.98971;-48.04575;2.611;0;51.65;-9.76;0;6.4811;-0.258574;7.64708;0.00173201;0.0234487;0.0135896
2023-11-08 14:49:22.333;-15.98971;-48.04575;2.363;0;51.65;-15.86;0;6.53617;-0.227449;7.74285;0.00599541;0.0251807;0.0130567
2023-11-08 14:49:23.323;-15.98970;-48.04576;2.328;0;51.65;4.88;0;6.45716;-0.232238;7.66384;0.00519602;0.0262466;0.0142557
2023-11-08 14:49:24.312;-15.98971;-48.04574;1.92;0;51.65;6.1;0;6.52181;-0.237026;7.88411;0.00866003;0.0249142;0.0111914
2023-11-08 14:49:25.294;-15.98972;-48.04573;2.41;0;51.65;4.88;0;6.51941;-0.234632;7.82425;0.00279786;0.026513;0.0150551
2023-11-08 14:49:26.341;-15.98972;-48.04574;1.902;0;51.65;6.1;0;6.47153;-0.136469;7.70215;0.00319755;0.0277121;0.0150551
2023-11-08 14:49:27.321;-15.98971;-48.04572;697;0;51.65;4.88;0;6.51941;-0.275333;7.78116;0.00799387;0.024781;0.0134564
2023-11-08 14:49:28.320;-15.98971;-48.04572;0.4;0;51.65;4.88;0;6.46434;-0.289698;7.73327;0.00373047;0.0223828;0.0137228
2023-11-08 14:49:29.303;-15.98971;-48.04572;681;0;51.65;6.1;0;6.51941;-0.229843;7.78355;0.00239816;0.0218499;0.0133231
2023-11-08 14:49:30.283;-15.98971;-48.04572;1.108;0;51.65;4.88;0;6.44998;-0.277727;7.73327;0.00492956;0.0250475;0.0149219
2023-11-08 14:49:31.293;-15.98972;-48.04571;0.78;0;51.65;6.1;0;6.53138;-0.244209;7.78116;0.00386371;0.0274456;0.0131899
2023-11-08 14:49:32.304;-15.98972;-48.04568;1.867;0;51.65;6.1;0;6.50265;-0.260968;7.72609;0.00679479;0.0258469;0.0114579
2023-11-08 14:49:33.302;-15.98972;-48.04566;1.764;0;51.65;4.88;0;6.47632;-0.244209;7.82186;0.00546248;0.0235819;0.0155881
2023-11-08 14:49:34.320;-15.98971;-48.04563;1.553;0;51.65;6.1;0;6.52181;-0.225055;7.74524;0.00386371;0.0242481;0.0130567
2023-11-08 14:49:35.312;-15.98971;-48.04561;1.77;0;51.65;6.1;0;6.51462;-0.289698;7.77397;0.00439663;0.0259801;0.0146554
2023-11-08 14:49:36.425;-15.98971;-48.04559;1.937;0;51.65;-4.88;0;6.52659;-0.186748;7.75961;0.00319755;0.0285115;0.0147887
2023-11-08 14:49:37.429;-15.98970;-48.04557;2.229;0;51.65;6.1;0;6.57687;-0.21069;7.78355;0.00492956;0.0235819;0.0123905
2023-11-08 14:49:38.435;-15.98968;-48.04555;2.969;0;51.65;4.88;0;6.54335;-0.215478;7.8865;0.00599541;0.0263798;0.012657
2023-11-08 14:49:39.399;-15.98966;-48.04552;4.02;0;51.65;-17.08;0;6.54335;-0.19393;7.75003;0.00119908;0.0243813;0.0102588
2023-11-08 14:49:40.404;-15.98964;-48.04550;4.736;0;51.65;7.32;0;6.46195;-0.241814;7.7644;0.00413017;0.0227825;0.0117243
2023-11-08 14:49:41.390;-15.98961;-48.04547;5.099;0;51.65;-13.42;0;6.42364;-0.21069;7.68539;0.00599541;0.0281118;0.0150551
2023-11-08 14:49:42.379;-15.98960;-48.04546;4.678;0;51.71;-10.98;0;6.48829;-0.222661;7.82904;0.0042634;0.0249142;0.013856
2023-11-08 14:49:43.372;-15.98959;-48.04544;4.222;0;51.65;-10.98;0;6.51462;-0.258574;7.78355;0.00266462;0.0250475;0.0115911
2023-11-08 14:49:44.353;-15.98958;-48.04543;3.606;0;51.65;-17.08;0;6.48589;-0.225055;7.70454;0.00439663;0.0279786;0.0131899
2023-11-08 14:49:45.365;-15.98957;-48.04539;3.871;0;51.71;-3.66;0;6.52181;-0.234632;7.72609;0.00546248;0.0246478;0.014389
2023-11-08 14:49:46.364;-15.98956;-48.04535;4.529;0;51.65;-12.2;0;6.53138;-0.292093;7.71651;0.00452986;0.0239816;0.0141225
2023-11-08 14:49:47.357;-15.98954;-48.04531;5.126;0;51.71;-13.42;0;6.57448;-0.186748;7.75961;0.0042634;0.0222496;0.0131899
2023-11-08 14:49:48.376;-15.98953;-48.04526;5.428;0;51.71;-3.66;0;6.54096;-0.229843;7.74045;0.00266462;0.0257136;0.0110582
2023-11-08 14:49:49.321;-15.98954;-48.04523;4.934;0;51.65;-7.32;0;6.49307;-0.227449;7.81707;0.00466309;0.0237152;0.0129234
2023-11-08 14:49:50.379;-15.98955;-48.04521;3.51;0;51.65;-15.86;0;6.51223;-0.244209;7.83383;0.00319755;0.0275789;0.012124
2023-11-08 14:49:51.492;-15.98957;-48.04524;937;0;51.71;4.88;0;6.50505;-0.260968;7.77158;0.00532925;0.0227825;0.0139893
2023-11-08 14:49:52.458;-15.98959;-48.04528;1.129;0;51.65;1.22;0;6.50026;-0.186748;7.78594;0.00692802;0.0258469;0.0162542
2023-11-08 14:49:53.449;-15.98961;-48.04531;2.785;0;51.65;-1.22;0;6.46674;-0.272939;7.72848;0.00279786;0.0259801;0.0133231
2023-11-08 14:49:54.454;-15.98962;-48.04533;2.796;0;51.65;-10.98;0;6.51462;-0.184354;7.82186;0.00159877;0.0250475;0.0127902
2023-11-08 14:49:55.347;-15.98963;-48.04536;3.323;0;51.65;4.88;0;6.50265;-0.246603;7.6806;0.00346401;0.0237152;0.0102588
2023-11-08 14:49:56.402;-15.98965;-48.04538;3.364;0;51.65;4.88;0;6.48829;-0.208296;7.71651;0.00479632;0.0221164;0.0131899
2023-11-08 14:49:57.531;-15.98965;-48.04539;2.41;0;51.65;4.88;0;6.45716;-0.169988;7.80031;0.0042634;0.0237152;0.0139893
2023-11-08 14:49:58.429;-15.98966;-48.04540;1.443;0;51.71;6.1;0;6.4811;-0.198719;7.73088;0.00319755;0.0294441;0.0134564
2023-11-08 14:49:59.446;-15.98965;-48.04540;0.32;0;51.71;6.1;0;6.42843;-0.184354;7.71412;0.00506279;0.0249142;0.0119908
2023-11-08 14:50:00.428;-15.98966;-48.04541;441;0;51.71;6.1;0;6.45956;-0.237026;7.74764;0.00386371;0.0251807;0.0147887
2023-11-08 14:50:01.423;-15.98966;-48.04541;172;0;51.59;-15.86;0;6.47392;-0.181959;7.73327;0.00373047;0.0246478;0.0142557
2023-11-08 14:50:02.455;-15.98966;-48.04541;436;0;51.65;-15.86;0;6.51462;-0.294487;7.8434;0.00359724;0.0267795;0.0145222
2023-11-08 14:50:03.563;-15.98965;-48.04541;1.229;0;51.65;-12.2;0;6.47392;-0.201113;7.71172;0.00333078;0.0242481;0.0145222
2023-11-08 14:50:04.565;-15.98965;-48.04541;1.322;0;51.59;-2.44;0;6.4404;-0.167594;7.72369;0.00199847;0.0274456;0.0149219
2023-11-08 14:50:05.525;-15.98966;-48.04541;0.37;0;51.65;-17.08;0;6.47871;-0.294487;7.78355;0.00666156;0.0266462;0.0117243
2023-11-08 14:50:06.504;-15.98969;-48.04542;1.432;0;51.59;-17.08;0;6.40928;-0.234632;7.73567;0.00133231;0.0250475;0.0123905
2023-11-08 14:50:07.488;-15.98970;-48.04543;1.868;0;51.65;4.88;0;6.49307;-0.189142;7.78834;0.00479632;0.0253139;0.0141225
2023-11-08 14:50:08.500;-15.98973;-48.04545;3.984;0;51.59;-10.98;0;6.4835;-0.280122;7.74045;0.00266462;0.0238484;0.0147887
2023-11-08 14:50:09.503;-15.98974;-48.04546;3.757;0;51.65;-17.08;0;6.48589;-0.268151;7.7644;0.00519602;0.0253139;0.0117243
2023-11-08 14:50:10.487;-15.98975;-48.04548;3.889;0;51.59;-8.54;0;6.51223;-0.306458;7.8051;0.00586217;0.0203844;0.0142557
2023-11-08 14:50:11.517;-15.98977;-48.04549;3.846;0;51.65;-9.76;0;6.47392;-0.205901;7.69736;0.00652833;0.0239816;0.0115911
2023-11-08 14:50:12.498;-15.98978;-48.04550;3.71;0;51.59;-2.44;0;6.50265;-0.181959;7.71651;0.00133231;0.0249142;0.013856
2023-11-08 14:50:13.618;-15.98979;-48.04550;2.821;0;51.65;-15.86;0;6.49786;-0.260968;7.7644;0.00746095;0.0231822;0.0135896
2023-11-08 14:50:14.516;-15.98979;-48.04550;2.085;0;51.65;6.1;0;6.50983;-0.265756;7.75961;0.00599541;0.0243813;0.0134564
2023-11-08 14:50:15.628;-15.98981;-48.04550;2.007;0;51.65;-15.86;0;6.53856;-0.253785;7.82186;0.00452986;0.0233155;0.0122573
2023-11-08 14:50:16.513;-15.98982;-48.04550;1.626;0;51.65;-2.44;0;6.4835;-0.304064;7.66384;0.00439663;0.0261133;0.00905972
2023-11-08 14:50:17.572;-15.98983;-48.04551;1.857;0;51.65;6.1;0;6.50265;-0.251391;7.77637;0.00119908;0.0233155;0.0155881
2023-11-08 14:50:18.611;-15.98985;-48.04552;2.245;0;51.65;4.88;0;6.48589;-0.215478;7.7644;0.00786064;0.0283783;0.0129234
2023-11-08 14:50:19.590;-15.98987;-48.04553;2.613;0;51.65;4.88;0;6.47871;-0.258574;7.81228;0.00373047;0.0217167;0.0110582
2023-11-08 14:50:20.578;-15.98988;-48.04553;2.307;0;51.65;4.88;0;6.49786;-0.234632;7.75243;0.00253139;0.0239816;0.0129234
2023-11-08 14:50:21.566;-15.98988;-48.04554;1.926;0;51.65;4.88;0;6.43801;-0.222661;7.79073;0.00479632;0.0234487;0.0165207
2023-11-08 14:50:22.549;-15.98989;-48.04554;1.381;0;51.65;4.88;0;6.53378;-0.23942;7.77397;0.00146554;0.0242481;0.0123905
2023-11-08 14:50:23.535;-15.98989;-48.04553;937;0;51.65;-7.32;0;6.44998;-0.217872;7.75482;0.00559571;0.0235819;0.0101256
2023-11-08 14:50:24.549;-15.98990;-48.04553;823;0;51.65;4.88;0;6.46434;-0.232238;7.74764;0.00306432;0.023049;0.0129234
2023-11-08 14:50:25.552;-15.98991;-48.04553;1.23;0;51.65;-15.86;0;6.46913;-0.268151;7.73327;0.00439663;0.0226493;0.0135896
2023-11-08 14:50:26.568;-15.98991;-48.04553;1.115;0;51.65;3.66;0;6.51462;-0.253785;7.75243;0.00812711;0.0262466;0.0133231
2023-11-08 14:50:27.558;-15.98992;-48.04553;1.808;0;51.65;-10.98;0;6.4811;-0.208296;7.79552;0.00133231;0.0271792;0.0145222
2023-11-08 14:50:28.575;-15.98990;-48.04552;1.079;0;51.65;-6.1;0;6.47632;-0.277727;7.79073;0.00732772;0.0237152;0.012124
2023-11-08 14:50:29.576;-15.98990;-48.04551;948;0;51.65;4.88;0;6.4835;-0.229843;7.71172;0.00399694;0.0246478;0.0118576
2023-11-08 14:50:30.621;-15.98988;-48.04551;521;0;51.65;4.88;0;6.45956;-0.174777;7.69018;0.00732772;0.0271792;0.016121
2023-11-08 14:50:31.640;-15.98987;-48.04551;378;0;51.65;4.88;0;6.51941;-0.189142;7.75003;0.00266462;0.0262466;0.0141225
2023-11-08 14:50:32.628;-15.98987;-48.04550;1.097;0;51.59;4.88;0;6.4811;-0.196325;7.83622;0.00546248;0.0241149;0.0150551
2023-11-08 14:50:33.607;-15.98987;-48.04551;279;0;51.59;4.88;0;6.51462;-0.222661;7.63271;0.00492956;0.0238484;0.0146554
2023-11-08 14:50:34.590;-15.98986;-48.04550;649;0;51.53;-6.1;0;6.49547;-0.246603;7.81228;0.0021317;0.0241149;0.0173201
2023-11-08 14:50:35.599;-15.98986;-48.04549;854;0;51.59;-15.86;0;6.47632;-0.19393;7.82904;0.00626187;0.0253139;0.0150551
2023-11-08 14:50:36.611;-15.98987;-48.04550;969;0;51.59;-17.08;0;6.50744;-0.25618;7.76679;0.00479632;0.0227825;0.014389
2023-11-08 14:50:37.619;-15.98985;-48.04549;125;0;51.65;4.88;0;6.50744;-0.232238;7.8027;0.00506279;0.0226493;0.0166539
2023-11-08 14:50:38.613;-15.98983;-48.04548;0.23;0;51.65;4.88;0;6.51702;-0.292093;7.62553;0.00679479;0.0253139;0.0130567
2023-11-08 14:50:39.633;-15.98981;-48.04547;806;0;51.65;4.88;0;6.48829;-0.268151;7.74764;0.00119908;0.0273124;0.0133231
2023-11-08 14:50:40.617;-15.98980;-48.04547;757;0;51.59;3.66;0;6.54575;-0.301669;7.83383;0.0042634;0.0249142;0.0163874
2023-11-08 14:50:41.611;-15.98979;-48.04546;1.056;0;51.59;4.88;0;6.53378;-0.215478;7.74045;0.00532925;0.0219832;0.0157213
2023-11-08 14:50:42.623;-15.98978;-48.04546;841;0;51.59;4.88;0;6.4404;-0.234632;7.68299;0.0085268;0.024781;0.0145222
2023-11-08 14:50:43.620;-15.98976;-48.04545;1.283;0;51.59;0;0;6.52659;-0.241814;7.73088;0.00439663;0.0209173;0.013856
2023-11-08 14:50:44.640;-15.98977;-48.04545;635;0;51.65;-15.86;0;6.55772;-0.234632;7.77876;0.00492956;0.0223828;0.0165207
2023-11-08 14:50:45.664;-15.98977;-48.04545;467;0;51.59;-18.31;0;6.53617;-0.21069;7.76918;0.00466309;0.0214502;0.0174533
2023-11-08 14:50:46.650;-15.98978;-48.04545;0.55;0;51.65;4.88;0;6.45237;-0.268151;7.75003;0.00226493;0.0223828;0.00919296
2023-11-08 14:50:47.654;-15.98977;-48.04545;434;0;51.59;6.1;0;6.4835;-0.241814;7.762;0.00239816;0.0242481;0.0111914
2023-11-08 14:50:48.665;-15.98977;-48.04545;301;0;51.65;4.88;0;6.53378;-0.181959;7.76679;0.00373047;0.0234487;0.0127902
2023-11-08 14:50:49.663;-15.98978;-48.04545;617;0;51.59;4.88;0;6.53378;-0.246603;7.83862;0.00399694;0.0217167;0.010925
2023-11-08 14:50:50.568;-15.98976;-48.04545;179;0;51.53;-14.64;0;6.50983;-0.287304;7.81946;0.00466309;0.0237152;0.0122573
2023-11-08 14:50:51.689;-15.98975;-48.04546;857;0;51.59;3.66;0;6.52181;-0.203507;7.70215;0.00466309;0.0218499;0.0131899
2023-11-08 14:50:52.684;-15.98974;-48.04546;1.094;0;51.53;-17.08;0;6.53138;-0.244209;7.84101;0.00479632;0.0249142;0.0118576
2023-11-08 14:50:53.800;-15.98974;-48.04546;761;0;51.65;4.88;0;6.42843;-0.222661;7.71651;0.00359724;0.0258469;0.0137228
2023-11-08 14:50:54.735;-15.98974;-48.04546;817;0;51.59;-10.98;0;6.51462;-0.177171;7.73327;0.00546248;0.0259801;0.0130567
2023-11-08 14:50:55.597;-15.98973;-48.04546;981;0;51.59;4.88;0;6.45956;-0.244209;7.762;0.000932619;0.0298438;0.0134564
2023-11-08 14:50:56.580;-15.98973;-48.04546;1.09;0;51.59;3.66;0;6.43322;-0.225055;7.69975;0.00506279;0.0249142;0.0129234
2023-11-08 14:50:57.719;-15.98972;-48.04546;1.271;0;51.59;4.88;0;6.51702;-0.265756;7.8051;0.00319755;0.0258469;0.0127902
2023-11-08 14:50:58.701;-15.98971;-48.04547;1.813;0;51.59;0;0;6.5242;-0.292093;7.72848;0.00279786;0.0277121;0.0127902
2023-11-08 14:50:59.587;-15.98968;-48.04547;2.932;0;51.59;-15.86;0;6.51941;-0.268151;7.73088;0.00706126;0.0250475;0.0142557
2023-11-08 14:51:00.584;-15.98967;-48.04548;3.11;0;51.65;3.66;0;6.43322;-0.220267;7.82186;0.00306432;0.0242481;0.0147887
2023-11-08 14:51:01.707;-15.98966;-48.04548;2.93;0;51.65;-12.2;0;6.45956;-0.222661;7.85777;0.00199847;0.0229158;0.0115911
2023-11-08 14:51:02.837;-15.98965;-48.04549;2.64;0;51.59;4.88;0;6.51462;-0.265756;7.79791;0.010392;0.0270459;0.0118576
2023-11-08 14:51:03.609;-15.98965;-48.04549;1.675;0;51.59;4.88;0;6.4021;-0.220267;7.73806;0.00306432;0.0215835;0.010925
2023-11-08 14:51:04.638;-15.98966;-48.04550;849;0;51.59;3.66;0;6.54096;-0.258574;7.81467;0.00452986;0.0219832;0.0130567
2023-11-08 14:51:05.615;-15.98967;-48.04550;349;0;51.53;-6.1;0;6.4835;-0.251391;7.63511;0.00586217;0.0294441;0.0165207
2023-11-08 14:51:06.621;-15.98969;-48.04550;1.592;0;51.59;-15.86;0;6.50265;-0.222661;7.82186;0.00253139;0.0261133;0.0147887
2023-11-08 14:51:07.688;-15.98971;-48.04550;2.325;0;51.53;-14.64;0;6.49786;-0.287304;7.75243;0.00492956;0.0250475;0.0147887
2023-11-08 14:51:08.677;-15.98973;-48.04550;2.941;0;51.59;-15.86;0;6.48589;-0.270545;7.80031;0.00905972;0.0241149;0.012657
2023-11-08 14:51:09.661;-15.98974;-48.04549;2.726;0;51.59;4.88;0;6.5649;-0.294487;7.8865;0.00706126;0.0250475;0.0123905
2023-11-08 14:51:10.668;-15.98975;-48.04549;2.905;0;51.59;-15.86;0;6.57687;-0.184354;7.77637;0.00652833;0.0266462;0.0131899
2023-11-08 14:51:11.648;-15.98976;-48.04549;2.958;0;51.59;4.88;0;6.45477;-0.28491;7.64708;0.00266462;0.0242481;0.0153216
2023-11-08 14:51:12.645;-15.98975;-48.04548;2.314;0;51.59;4.88;0;6.49068;-0.222661;7.81946;0.00439663;0.0266462;0.0185191
2023-11-08 14:51:13.651;-15.98974;-48.04547;1.619;0;51.59;3.66;0;6.49068;-0.227449;7.71412;0.00692802;0.0243813;0.0122573
2023-11-08 14:51:14.879;-15.98973;-48.04546;1.447;0;51.59;3.66;0;6.55293;-0.253785;7.83383;0.00359724;0.0234487;0.0127902
2023-11-08 14:51:15.637;-15.98972;-48.04544;1.826;0;51.59;3.66;0;6.47632;-0.294487;7.78594;0.00386371;0.024781;0.0171868
2023-11-08 14:51:16.667;-15.98971;-48.04543;1.615;0;51.59;4.88;0;6.52899;-0.19393;7.79791;0.00333078;0.0245145;0.0153216
2023-11-08 14:51:17.659;-15.98969;-48.04541;1.39;0;51.59;4.88;0;6.50983;-0.234632;7.85777;0.00226493;0.0243813;0.0150551
2023-11-08 14:51:18.668;-15.98966;-48.04540;2.007;0;51.59;-7.32;0;6.47392;-0.287304;7.75243;0.00399694;0.024781;0.0169204
2023-11-08 14:51:19.728;-15.98966;-48.04540;1.731;0;51.59;4.88;0;6.5242;-0.237026;7.77876;0.00572894;0.0242481;0.0130567
2023-11-08 14:51:20.828;-15.98966;-48.04540;1.267;0;51.59;-7.32;0;6.51223;-0.263362;7.73567;0.00413017;0.0263798;0.0133231
2023-11-08 14:51:21.614;-15.98967;-48.04540;1.175;0;51.59;-17.08;0;6.57687;-0.308852;7.92481;0.00359724;0.0249142;0.0134564
2023-11-08 14:51:22.707;-15.98968;-48.04541;882;0;51.59;0;0;6.51462;-0.234632;7.79313;0.00559571;0.026513;0.0159877
2023-11-08 14:51:23.854;-15.98968;-48.04541;1.358;0;51.59;-15.86;0;6.47392;-0.229843;7.76679;0.00506279;0.0251807;0.0147887
2023-11-08 14:51:24.837;-15.98967;-48.04542;2.074;0;51.65;1.22;0;6.49547;-0.203507;7.77158;0.00519602;0.0210505;0.0158545
2023-11-08 14:51:25.711;-15.98965;-48.04544;3.245;0;51.59;-14.64;0;6.49786;-0.241814;7.82186;0.00319755;0.0238484;0.0165207
2023-11-08 14:51:26.698;-15.98966;-48.04545;3.405;0;51.65;-10.98;0;6.55054;-0.277727;7.69257;0.00706126;0.0225161;0.0110582
2023-11-08 14:51:27.825;-15.98963;-48.04545;3.205;0;51.59;4.88;0;6.4811;-0.222661;7.73327;0.00706126;0.0275789;0.0151884
2023-11-08 14:51:28.719;-15.98962;-48.04545;3.199;0;51.65;-10.98;0;6.50983;-0.260968;7.77397;0.00373047;0.0237152;0.0115911
2023-11-08 14:51:29.847;-15.98961;-48.04547;3.389;0;51.59;4.88;0;6.4811;-0.31364;7.69975;-0.000133231;0.0242481;0.0150551
2023-11-08 14:51:30.840;-15.98960;-48.04547;2.912;0;51.59;4.88;0;6.46434;-0.213084;7.75243;0.00759418;0.0231822;0.0135896
2023-11-08 14:51:31.724;-15.98959;-48.04548;2.98;0;51.59;3.66;0;6.48589;-0.203507;7.75721;0.00532925;0.0229158;0.00959265
2023-11-08 14:51:32.850;-15.98957;-48.04549;3.336;0;51.59;3.66;0;6.5673;-0.234632;7.88889;0.00279786;0.0223828;0.0123905
2023-11-08 14:51:33.856;-15.98957;-48.04549;2.632;0;51.53;-1.22;0;6.48589;-0.19393;7.75961;0.00492956;0.0225161;0.0165207
2023-11-08 14:51:34.736;-15.98955;-48.04549;2.854;0;51.59;3.66;0;6.45956;-0.246603;7.85059;0.00253139;0.0235819;0.0170536
2023-11-08 14:51:35.868;-15.98954;-48.04550;2.913;0;51.53;-7.32;0;6.47392;-0.189142;7.68539;0.00333078;0.0233155;0.0150551
2023-11-08 14:51:36.867;-15.98955;-48.04550;2.197;0;51.59;-15.86;0;6.57448;-0.299275;7.77876;0.00786064;0.0239816;0.016121
2023-11-08 14:51:37.979;-15.98955;-48.04551;1.947;0;51.53;-14.64;0;6.58645;-0.232238;7.82186;0.00226493;0.0223828;0.0110582
2023-11-08 14:51:38.987;-15.98959;-48.04551;1.161;0;51.59;-10.98;0;6.46913;-0.272939;7.75961;0.00413017;0.026513;0.0159877
2023-11-08 14:51:39.992;-15.98960;-48.04551;1.029;0;51.59;4.88;0;6.49786;-0.19393;7.78594;0.00612864;0.023049;0.0115911
2023-11-08 14:51:40.995;-15.98961;-48.04551;875;0;51.59;2.44;0;6.46913;-0.205901;7.83622;0.00346401;0.0251807;0.0139893
2023-11-08 14:51:41.907;-15.98964;-48.04551;1.573;0;51.59;3.66;0;6.47153;-0.174777;7.69018;0.00279786;0.0246478;0.0151884
2023-11-08 14:51:42.958;-15.98964;-48.04550;947;0;51.59;4.88;0;6.46913;-0.282516;7.71651;0.00652833;0.0222496;0.0105253
2023-11-08 14:51:43.941;-15.98966;-48.04550;758;0;51.59;3.66;0;6.50026;-0.225055;7.7644;0.00679479;0.0221164;0.0130567
2023-11-08 14:51:44.984;-15.98967;-48.04551;995;0;51.59;3.66;0;6.45477;-0.225055;7.77158;0.00439663;0.0258469;0.012657
2023-11-08 14:51:45.964;-15.98967;-48.04551;1.263;0;51.59;2.44;0;6.49786;-0.225055;7.64229;0.00373047;0.0263798;0.0117243
2023-11-08 14:51:46.941;-15.98967;-48.04552;1.516;0;51.59;4.88;0;6.63433;-0.198719;7.74764;0.00652833;0.0262466;0.0105253
2023-11-08 14:51:47.953;-15.98967;-48.04552;1.49;0;51.59;0;0;6.45956;-0.189142;7.73806;0.0021317;0.0233155;0.0157213
2023-11-08 14:51:48.962;-15.98967;-48.04552;1.132;0;51.59;-15.86;0;6.43801;-0.196325;7.70454;0.00586217;0.0269127;0.0131899
2023-11-08 14:51:49.940;-15.98967;-48.04552;1.556;0;51.59;0;0;6.46434;-0.248997;7.77397;0.00319755;0.0242481;0.0134564
2023-11-08 14:51:50.928;-15.98967;-48.04553;1.741;0;51.59;-15.86;0;6.50983;-0.229843;7.81946;0.00719449;0.0249142;0.0149219
2023-11-08 14:51:51.922;-15.98968;-48.04553;1.273;0;51.65;3.66;0;6.51702;-0.246603;7.74045;-0.000799387;0.024781;0.0119908
2023-11-08 14:51:53.041;-15.98969;-48.04554;1.978;0;51.59;4.88;0;6.45716;-0.227449;7.79313;0.00293109;0.0235819;0.014389
2023-11-08 14:51:54.053;-15.98970;-48.04555;2.154;0;51.59;4.88;0;6.50744;-0.304064;7.78834;0.00692802;0.0237152;0.0107917
2023-11-08 14:51:55.055;-15.98971;-48.04556;2.38;0;51.59;3.66;0;6.52181;-0.232238;7.71412;0.00346401;0.0231822;0.0131899
2023-11-08 14:51:55.992;-15.98972;-48.04557;2.324;0;51.53;-17.08;0;6.50026;-0.270545;7.72848;0.00572894;0.0229158;0.0139893
